"n","robustness","d_driver","net","type","keep"
31,"redundant",-1,"MIQ1OP","z-bi","all"
32,"redundant",-1,"MIQ1OP","z-bi","all"
33,"redundant",-1,"MIQ1OP","z-bi","all"
1,"redundant",-1,"MIQ2OP","AB","A"
2,"ordinary",0,"MIQ2OP","AB","A"
3,"ordinary",0,"MIQ2OP","AB","A"
4,"ordinary",0,"MIQ2OP","AB","A"
5,"ordinary",0,"MIQ2OP","AB","A"
6,"ordinary",0,"MIQ2OP","AB","A"
7,"ordinary",0,"MIQ2OP","AB","A"
8,"redundant",-1,"MIQ2OP","AB","A"
9,"ordinary",0,"MIQ2OP","AB","A"
10,"redundant",-1,"MIQ2OP","AB","A"
11,"redundant",-1,"MIQ2OP","AB","A"
12,"redundant",-1,"MIQ2OP","AB","A"
13,"redundant",-1,"MIQ2OP","AB","A"
14,"redundant",-1,"MIQ2OP","AB","A"
15,"redundant",-1,"MIQ2OP","AB","A"
16,"redundant",-1,"MIQ2OP","AB","A"
17,"redundant",-1,"MIQ2OP","AB","A"
18,"ordinary",0,"MIQ2OP","AB","A"
19,"redundant",-1,"MIQ2OP","AB","A"
20,"redundant",-1,"MIQ2OP","AB","A"
21,"redundant",-1,"MIQ2OP","AB","A"
22,"redundant",-1,"MIQ2OP","AB","A"
23,"redundant",-1,"MIQ2OP","AB","A"
24,"redundant",-1,"MIQ2OP","AB","A"
25,"redundant",-1,"MIQ2OP","AB","A"
26,"redundant",-1,"MIQ2OP","AB","A"
27,"redundant",-1,"MIQ2OP","AB","A"
28,"redundant",-1,"MIQ2OP","AB","A"
29,"redundant",-1,"MIQ2OP","AB","A"
30,"redundant",-1,"MIQ2OP","AB","A"
31,"ordinary",0,"MIQ2OP","AB","A"
32,"redundant",-1,"MIQ2OP","AB","A"
1,"redundant",-1,"MIQ2OP","BA","B"
2,"ordinary",0,"MIQ2OP","BA","B"
3,"ordinary",0,"MIQ2OP","BA","B"
4,"redundant",-1,"MIQ2OP","BA","B"
5,"ordinary",0,"MIQ2OP","BA","B"
6,"ordinary",0,"MIQ2OP","BA","B"
7,"ordinary",0,"MIQ2OP","BA","B"
8,"ordinary",0,"MIQ2OP","BA","B"
9,"redundant",-1,"MIQ2OP","BA","B"
10,"redundant",-1,"MIQ2OP","BA","B"
11,"redundant",-1,"MIQ2OP","BA","B"
12,"redundant",-1,"MIQ2OP","BA","B"
13,"redundant",-1,"MIQ2OP","BA","B"
14,"redundant",-1,"MIQ2OP","BA","B"
15,"redundant",-1,"MIQ2OP","BA","B"
16,"redundant",-1,"MIQ2OP","BA","B"
17,"redundant",-1,"MIQ2OP","BA","B"
18,"redundant",-1,"MIQ2OP","BA","B"
19,"redundant",-1,"MIQ2OP","BA","B"
20,"redundant",-1,"MIQ2OP","BA","B"
21,"redundant",-1,"MIQ2OP","BA","B"
22,"redundant",-1,"MIQ2OP","BA","B"
23,"redundant",-1,"MIQ2OP","BA","B"
24,"redundant",-1,"MIQ2OP","BA","B"
25,"redundant",-1,"MIQ2OP","BA","B"
26,"redundant",-1,"MIQ2OP","BA","B"
27,"redundant",-1,"MIQ2OP","BA","B"
28,"redundant",-1,"MIQ2OP","BA","B"
29,"redundant",-1,"MIQ2OP","BA","B"
30,"redundant",-1,"MIQ2OP","BA","B"
31,"ordinary",0,"MIQ2OP","BA","B"
32,"redundant",-1,"MIQ2OP","BA","B"
1,"redundant",-1,"MIQ2OP","weight","A"
2,"ordinary",0,"MIQ2OP","weight","A"
3,"ordinary",0,"MIQ2OP","weight","A"
4,"ordinary",0,"MIQ2OP","weight","A"
5,"ordinary",0,"MIQ2OP","weight","A"
6,"critical",1,"MIQ2OP","weight","A"
7,"ordinary",0,"MIQ2OP","weight","A"
8,"ordinary",0,"MIQ2OP","weight","A"
9,"ordinary",0,"MIQ2OP","weight","A"
10,"redundant",-1,"MIQ2OP","weight","A"
11,"redundant",-1,"MIQ2OP","weight","A"
12,"redundant",-1,"MIQ2OP","weight","A"
13,"redundant",-1,"MIQ2OP","weight","A"
14,"redundant",-1,"MIQ2OP","weight","A"
15,"ordinary",0,"MIQ2OP","weight","A"
16,"redundant",-1,"MIQ2OP","weight","A"
17,"redundant",-1,"MIQ2OP","weight","A"
18,"redundant",-1,"MIQ2OP","weight","A"
19,"redundant",-1,"MIQ2OP","weight","A"
20,"redundant",-1,"MIQ2OP","weight","A"
21,"ordinary",0,"MIQ2OP","weight","A"
22,"redundant",-1,"MIQ2OP","weight","A"
23,"redundant",-1,"MIQ2OP","weight","A"
24,"redundant",-1,"MIQ2OP","weight","A"
25,"redundant",-1,"MIQ2OP","weight","A"
26,"redundant",-1,"MIQ2OP","weight","A"
27,"redundant",-1,"MIQ2OP","weight","A"
28,"redundant",-1,"MIQ2OP","weight","A"
29,"redundant",-1,"MIQ2OP","weight","A"
30,"ordinary",0,"MIQ2OP","weight","A"
31,"ordinary",0,"MIQ2OP","weight","A"
32,"redundant",-1,"MIQ2OP","weight","A"
1,"redundant",-1,"MIQ2OP","weight","B"
2,"ordinary",0,"MIQ2OP","weight","B"
3,"ordinary",0,"MIQ2OP","weight","B"
4,"ordinary",0,"MIQ2OP","weight","B"
5,"ordinary",0,"MIQ2OP","weight","B"
6,"critical",1,"MIQ2OP","weight","B"
7,"ordinary",0,"MIQ2OP","weight","B"
8,"ordinary",0,"MIQ2OP","weight","B"
9,"ordinary",0,"MIQ2OP","weight","B"
10,"redundant",-1,"MIQ2OP","weight","B"
11,"redundant",-1,"MIQ2OP","weight","B"
12,"redundant",-1,"MIQ2OP","weight","B"
13,"redundant",-1,"MIQ2OP","weight","B"
14,"redundant",-1,"MIQ2OP","weight","B"
15,"ordinary",0,"MIQ2OP","weight","B"
16,"redundant",-1,"MIQ2OP","weight","B"
17,"redundant",-1,"MIQ2OP","weight","B"
18,"redundant",-1,"MIQ2OP","weight","B"
19,"redundant",-1,"MIQ2OP","weight","B"
20,"redundant",-1,"MIQ2OP","weight","B"
21,"ordinary",0,"MIQ2OP","weight","B"
22,"redundant",-1,"MIQ2OP","weight","B"
23,"redundant",-1,"MIQ2OP","weight","B"
24,"redundant",-1,"MIQ2OP","weight","B"
25,"redundant",-1,"MIQ2OP","weight","B"
26,"redundant",-1,"MIQ2OP","weight","B"
27,"redundant",-1,"MIQ2OP","weight","B"
28,"redundant",-1,"MIQ2OP","weight","B"
29,"redundant",-1,"MIQ2OP","weight","B"
30,"ordinary",0,"MIQ2OP","weight","B"
31,"ordinary",0,"MIQ2OP","weight","B"
32,"redundant",-1,"MIQ2OP","weight","B"
1,"redundant",-1,"MIQ2OP","z-bi","all"
2,"ordinary",0,"MIQ2OP","z-bi","all"
3,"ordinary",0,"MIQ2OP","z-bi","all"
4,"redundant",-1,"MIQ2OP","z-bi","all"
5,"ordinary",0,"MIQ2OP","z-bi","all"
6,"ordinary",0,"MIQ2OP","z-bi","all"
7,"ordinary",0,"MIQ2OP","z-bi","all"
8,"ordinary",0,"MIQ2OP","z-bi","all"
9,"redundant",-1,"MIQ2OP","z-bi","all"
10,"redundant",-1,"MIQ2OP","z-bi","all"
11,"redundant",-1,"MIQ2OP","z-bi","all"
12,"redundant",-1,"MIQ2OP","z-bi","all"
13,"redundant",-1,"MIQ2OP","z-bi","all"
14,"redundant",-1,"MIQ2OP","z-bi","all"
15,"redundant",-1,"MIQ2OP","z-bi","all"
16,"redundant",-1,"MIQ2OP","z-bi","all"
17,"redundant",-1,"MIQ2OP","z-bi","all"
18,"redundant",-1,"MIQ2OP","z-bi","all"
19,"redundant",-1,"MIQ2OP","z-bi","all"
20,"redundant",-1,"MIQ2OP","z-bi","all"
21,"redundant",-1,"MIQ2OP","z-bi","all"
22,"redundant",-1,"MIQ2OP","z-bi","all"
23,"redundant",-1,"MIQ2OP","z-bi","all"
24,"redundant",-1,"MIQ2OP","z-bi","all"
25,"redundant",-1,"MIQ2OP","z-bi","all"
26,"redundant",-1,"MIQ2OP","z-bi","all"
27,"redundant",-1,"MIQ2OP","z-bi","all"
28,"redundant",-1,"MIQ2OP","z-bi","all"
29,"redundant",-1,"MIQ2OP","z-bi","all"
30,"redundant",-1,"MIQ2OP","z-bi","all"
31,"ordinary",0,"MIQ2OP","z-bi","all"
32,"redundant",-1,"MIQ2OP","z-bi","all"
1,"redundant",-1,"SEL1OP","AB","A"
2,"ordinary",0,"SEL1OP","AB","A"
3,"ordinary",0,"SEL1OP","AB","A"
4,"ordinary",0,"SEL1OP","AB","A"
5,"ordinary",0,"SEL1OP","AB","A"
6,"redundant",-1,"SEL1OP","AB","A"
7,"ordinary",0,"SEL1OP","AB","A"
8,"redundant",-1,"SEL1OP","AB","A"
9,"redundant",-1,"SEL1OP","AB","A"
10,"redundant",-1,"SEL1OP","AB","A"
11,"redundant",-1,"SEL1OP","AB","A"
12,"redundant",-1,"SEL1OP","AB","A"
13,"ordinary",0,"SEL1OP","AB","A"
14,"redundant",-1,"SEL1OP","AB","A"
15,"redundant",-1,"SEL1OP","AB","A"
16,"redundant",-1,"SEL1OP","AB","A"
17,"redundant",-1,"SEL1OP","AB","A"
18,"redundant",-1,"SEL1OP","AB","A"
19,"redundant",-1,"SEL1OP","AB","A"
20,"redundant",-1,"SEL1OP","AB","A"
21,"redundant",-1,"SEL1OP","AB","A"
22,"redundant",-1,"SEL1OP","AB","A"
23,"redundant",-1,"SEL1OP","AB","A"
24,"redundant",-1,"SEL1OP","AB","A"
25,"redundant",-1,"SEL1OP","AB","A"
1,"redundant",-1,"SEL1OP","BA","B"
2,"ordinary",0,"SEL1OP","BA","B"
3,"ordinary",0,"SEL1OP","BA","B"
4,"ordinary",0,"SEL1OP","BA","B"
5,"ordinary",0,"SEL1OP","BA","B"
6,"redundant",-1,"SEL1OP","BA","B"
7,"ordinary",0,"SEL1OP","BA","B"
8,"redundant",-1,"SEL1OP","BA","B"
9,"redundant",-1,"SEL1OP","BA","B"
10,"redundant",-1,"SEL1OP","BA","B"
11,"redundant",-1,"SEL1OP","BA","B"
12,"redundant",-1,"SEL1OP","BA","B"
13,"ordinary",0,"SEL1OP","BA","B"
14,"redundant",-1,"SEL1OP","BA","B"
15,"redundant",-1,"SEL1OP","BA","B"
16,"redundant",-1,"SEL1OP","BA","B"
17,"redundant",-1,"SEL1OP","BA","B"
18,"redundant",-1,"SEL1OP","BA","B"
19,"redundant",-1,"SEL1OP","BA","B"
20,"redundant",-1,"SEL1OP","BA","B"
21,"redundant",-1,"SEL1OP","BA","B"
22,"redundant",-1,"SEL1OP","BA","B"
23,"redundant",-1,"SEL1OP","BA","B"
24,"redundant",-1,"SEL1OP","BA","B"
25,"redundant",-1,"SEL1OP","BA","B"
1,"ordinary",0,"SEL1OP","weight","A"
2,"ordinary",0,"SEL1OP","weight","A"
3,"ordinary",0,"SEL1OP","weight","A"
4,"critical",1,"SEL1OP","weight","A"
5,"ordinary",0,"SEL1OP","weight","A"
6,"ordinary",0,"SEL1OP","weight","A"
7,"ordinary",0,"SEL1OP","weight","A"
8,"ordinary",0,"SEL1OP","weight","A"
9,"redundant",-1,"SEL1OP","weight","A"
10,"ordinary",0,"SEL1OP","weight","A"
11,"redundant",-1,"SEL1OP","weight","A"
12,"redundant",-1,"SEL1OP","weight","A"
13,"ordinary",0,"SEL1OP","weight","A"
14,"ordinary",0,"SEL1OP","weight","A"
15,"ordinary",0,"SEL1OP","weight","A"
16,"redundant",-1,"SEL1OP","weight","A"
17,"redundant",-1,"SEL1OP","weight","A"
18,"redundant",-1,"SEL1OP","weight","A"
19,"redundant",-1,"SEL1OP","weight","A"
20,"redundant",-1,"SEL1OP","weight","A"
21,"redundant",-1,"SEL1OP","weight","A"
22,"redundant",-1,"SEL1OP","weight","A"
23,"redundant",-1,"SEL1OP","weight","A"
24,"redundant",-1,"SEL1OP","weight","A"
25,"redundant",-1,"SEL1OP","weight","A"
1,"ordinary",0,"SEL1OP","weight","B"
2,"ordinary",0,"SEL1OP","weight","B"
3,"ordinary",0,"SEL1OP","weight","B"
4,"ordinary",0,"SEL1OP","weight","B"
5,"ordinary",0,"SEL1OP","weight","B"
6,"ordinary",0,"SEL1OP","weight","B"
7,"ordinary",0,"SEL1OP","weight","B"
8,"ordinary",0,"SEL1OP","weight","B"
9,"redundant",-1,"SEL1OP","weight","B"
10,"ordinary",0,"SEL1OP","weight","B"
11,"redundant",-1,"SEL1OP","weight","B"
12,"redundant",-1,"SEL1OP","weight","B"
13,"ordinary",0,"SEL1OP","weight","B"
14,"redundant",-1,"SEL1OP","weight","B"
15,"redundant",-1,"SEL1OP","weight","B"
16,"redundant",-1,"SEL1OP","weight","B"
17,"redundant",-1,"SEL1OP","weight","B"
18,"redundant",-1,"SEL1OP","weight","B"
19,"redundant",-1,"SEL1OP","weight","B"
20,"redundant",-1,"SEL1OP","weight","B"
21,"redundant",-1,"SEL1OP","weight","B"
22,"redundant",-1,"SEL1OP","weight","B"
23,"redundant",-1,"SEL1OP","weight","B"
24,"redundant",-1,"SEL1OP","weight","B"
25,"redundant",-1,"SEL1OP","weight","B"
1,"redundant",-1,"SEL1OP","z-bi","all"
2,"ordinary",0,"SEL1OP","z-bi","all"
3,"ordinary",0,"SEL1OP","z-bi","all"
4,"ordinary",0,"SEL1OP","z-bi","all"
5,"ordinary",0,"SEL1OP","z-bi","all"
6,"redundant",-1,"SEL1OP","z-bi","all"
7,"ordinary",0,"SEL1OP","z-bi","all"
8,"redundant",-1,"SEL1OP","z-bi","all"
9,"redundant",-1,"SEL1OP","z-bi","all"
10,"redundant",-1,"SEL1OP","z-bi","all"
11,"redundant",-1,"SEL1OP","z-bi","all"
12,"redundant",-1,"SEL1OP","z-bi","all"
13,"ordinary",0,"SEL1OP","z-bi","all"
14,"redundant",-1,"SEL1OP","z-bi","all"
15,"redundant",-1,"SEL1OP","z-bi","all"
16,"redundant",-1,"SEL1OP","z-bi","all"
17,"redundant",-1,"SEL1OP","z-bi","all"
18,"redundant",-1,"SEL1OP","z-bi","all"
19,"redundant",-1,"SEL1OP","z-bi","all"
20,"redundant",-1,"SEL1OP","z-bi","all"
21,"redundant",-1,"SEL1OP","z-bi","all"
22,"redundant",-1,"SEL1OP","z-bi","all"
23,"redundant",-1,"SEL1OP","z-bi","all"
24,"redundant",-1,"SEL1OP","z-bi","all"
25,"redundant",-1,"SEL1OP","z-bi","all"
1,"ordinary",0,"SEL2OP","AB","A"
2,"ordinary",0,"SEL2OP","AB","A"
3,"ordinary",0,"SEL2OP","AB","A"
4,"ordinary",0,"SEL2OP","AB","A"
5,"ordinary",0,"SEL2OP","AB","A"
6,"ordinary",0,"SEL2OP","AB","A"
7,"ordinary",0,"SEL2OP","AB","A"
8,"ordinary",0,"SEL2OP","AB","A"
9,"ordinary",0,"SEL2OP","AB","A"
10,"redundant",-1,"SEL2OP","AB","A"
11,"redundant",-1,"SEL2OP","AB","A"
12,"redundant",-1,"SEL2OP","AB","A"
13,"redundant",-1,"SEL2OP","AB","A"
14,"redundant",-1,"SEL2OP","AB","A"
15,"ordinary",0,"SEL2OP","AB","A"
16,"redundant",-1,"SEL2OP","AB","A"
17,"redundant",-1,"SEL2OP","AB","A"
18,"redundant",-1,"SEL2OP","AB","A"
19,"redundant",-1,"SEL2OP","AB","A"
20,"redundant",-1,"SEL2OP","AB","A"
21,"redundant",-1,"SEL2OP","AB","A"
22,"ordinary",0,"SEL2OP","AB","A"
23,"ordinary",0,"SEL2OP","AB","A"
24,"redundant",-1,"SEL2OP","AB","A"
25,"redundant",-1,"SEL2OP","AB","A"
26,"redundant",-1,"SEL2OP","AB","A"
27,"redundant",-1,"SEL2OP","AB","A"
28,"redundant",-1,"SEL2OP","AB","A"
29,"ordinary",0,"SEL2OP","AB","A"
30,"redundant",-1,"SEL2OP","AB","A"
31,"redundant",-1,"SEL2OP","AB","A"
32,"redundant",-1,"SEL2OP","AB","A"
33,"redundant",-1,"SEL2OP","AB","A"
34,"redundant",-1,"SEL2OP","AB","A"
35,"redundant",-1,"SEL2OP","AB","A"
36,"redundant",-1,"SEL2OP","AB","A"
37,"redundant",-1,"SEL2OP","AB","A"
1,"ordinary",0,"SEL2OP","BA","B"
2,"redundant",-1,"SEL2OP","BA","B"
3,"redundant",-1,"SEL2OP","BA","B"
4,"ordinary",0,"SEL2OP","BA","B"
5,"redundant",-1,"SEL2OP","BA","B"
6,"ordinary",0,"SEL2OP","BA","B"
7,"redundant",-1,"SEL2OP","BA","B"
8,"ordinary",0,"SEL2OP","BA","B"
9,"ordinary",0,"SEL2OP","BA","B"
10,"redundant",-1,"SEL2OP","BA","B"
11,"redundant",-1,"SEL2OP","BA","B"
12,"redundant",-1,"SEL2OP","BA","B"
13,"redundant",-1,"SEL2OP","BA","B"
14,"redundant",-1,"SEL2OP","BA","B"
15,"redundant",-1,"SEL2OP","BA","B"
16,"redundant",-1,"SEL2OP","BA","B"
17,"redundant",-1,"SEL2OP","BA","B"
18,"redundant",-1,"SEL2OP","BA","B"
19,"redundant",-1,"SEL2OP","BA","B"
20,"redundant",-1,"SEL2OP","BA","B"
21,"redundant",-1,"SEL2OP","BA","B"
22,"redundant",-1,"SEL2OP","BA","B"
23,"redundant",-1,"SEL2OP","BA","B"
24,"redundant",-1,"SEL2OP","BA","B"
25,"redundant",-1,"SEL2OP","BA","B"
26,"redundant",-1,"SEL2OP","BA","B"
27,"redundant",-1,"SEL2OP","BA","B"
28,"redundant",-1,"SEL2OP","BA","B"
29,"ordinary",0,"SEL2OP","BA","B"
30,"redundant",-1,"SEL2OP","BA","B"
31,"redundant",-1,"SEL2OP","BA","B"
32,"redundant",-1,"SEL2OP","BA","B"
33,"redundant",-1,"SEL2OP","BA","B"
34,"redundant",-1,"SEL2OP","BA","B"
35,"redundant",-1,"SEL2OP","BA","B"
36,"redundant",-1,"SEL2OP","BA","B"
37,"redundant",-1,"SEL2OP","BA","B"
1,"ordinary",0,"SEL2OP","weight","A"
2,"redundant",-1,"SEL2OP","weight","A"
3,"ordinary",0,"SEL2OP","weight","A"
4,"ordinary",0,"SEL2OP","weight","A"
5,"ordinary",0,"SEL2OP","weight","A"
6,"ordinary",0,"SEL2OP","weight","A"
7,"redundant",-1,"SEL2OP","weight","A"
8,"ordinary",0,"SEL2OP","weight","A"
9,"redundant",-1,"SEL2OP","weight","A"
10,"redundant",-1,"SEL2OP","weight","A"
11,"redundant",-1,"SEL2OP","weight","A"
12,"redundant",-1,"SEL2OP","weight","A"
13,"redundant",-1,"SEL2OP","weight","A"
14,"redundant",-1,"SEL2OP","weight","A"
15,"ordinary",0,"SEL2OP","weight","A"
16,"redundant",-1,"SEL2OP","weight","A"
17,"redundant",-1,"SEL2OP","weight","A"
18,"redundant",-1,"SEL2OP","weight","A"
19,"redundant",-1,"SEL2OP","weight","A"
20,"redundant",-1,"SEL2OP","weight","A"
21,"redundant",-1,"SEL2OP","weight","A"
22,"ordinary",0,"SEL2OP","weight","A"
23,"ordinary",0,"SEL2OP","weight","A"
24,"redundant",-1,"SEL2OP","weight","A"
25,"redundant",-1,"SEL2OP","weight","A"
26,"redundant",-1,"SEL2OP","weight","A"
27,"redundant",-1,"SEL2OP","weight","A"
28,"redundant",-1,"SEL2OP","weight","A"
29,"ordinary",0,"SEL2OP","weight","A"
30,"redundant",-1,"SEL2OP","weight","A"
31,"redundant",-1,"SEL2OP","weight","A"
32,"redundant",-1,"SEL2OP","weight","A"
33,"redundant",-1,"SEL2OP","weight","A"
34,"redundant",-1,"SEL2OP","weight","A"
35,"redundant",-1,"SEL2OP","weight","A"
36,"redundant",-1,"SEL2OP","weight","A"
37,"redundant",-1,"SEL2OP","weight","A"
1,"ordinary",0,"SEL2OP","weight","B"
2,"redundant",-1,"SEL2OP","weight","B"
3,"ordinary",0,"SEL2OP","weight","B"
4,"ordinary",0,"SEL2OP","weight","B"
5,"ordinary",0,"SEL2OP","weight","B"
6,"ordinary",0,"SEL2OP","weight","B"
7,"ordinary",0,"SEL2OP","weight","B"
8,"ordinary",0,"SEL2OP","weight","B"
9,"redundant",-1,"SEL2OP","weight","B"
10,"redundant",-1,"SEL2OP","weight","B"
11,"redundant",-1,"SEL2OP","weight","B"
12,"redundant",-1,"SEL2OP","weight","B"
13,"redundant",-1,"SEL2OP","weight","B"
14,"redundant",-1,"SEL2OP","weight","B"
15,"ordinary",0,"SEL2OP","weight","B"
16,"redundant",-1,"SEL2OP","weight","B"
17,"redundant",-1,"SEL2OP","weight","B"
18,"redundant",-1,"SEL2OP","weight","B"
19,"redundant",-1,"SEL2OP","weight","B"
20,"redundant",-1,"SEL2OP","weight","B"
21,"redundant",-1,"SEL2OP","weight","B"
22,"ordinary",0,"SEL2OP","weight","B"
23,"ordinary",0,"SEL2OP","weight","B"
24,"redundant",-1,"SEL2OP","weight","B"
25,"redundant",-1,"SEL2OP","weight","B"
26,"redundant",-1,"SEL2OP","weight","B"
27,"redundant",-1,"SEL2OP","weight","B"
28,"redundant",-1,"SEL2OP","weight","B"
29,"ordinary",0,"SEL2OP","weight","B"
30,"redundant",-1,"SEL2OP","weight","B"
31,"redundant",-1,"SEL2OP","weight","B"
32,"redundant",-1,"SEL2OP","weight","B"
33,"redundant",-1,"SEL2OP","weight","B"
34,"redundant",-1,"SEL2OP","weight","B"
35,"redundant",-1,"SEL2OP","weight","B"
36,"redundant",-1,"SEL2OP","weight","B"
37,"redundant",-1,"SEL2OP","weight","B"
1,"ordinary",0,"SEL2OP","z-bi","all"
2,"redundant",-1,"SEL2OP","z-bi","all"
3,"redundant",-1,"SEL2OP","z-bi","all"
4,"ordinary",0,"SEL2OP","z-bi","all"
5,"redundant",-1,"SEL2OP","z-bi","all"
6,"ordinary",0,"SEL2OP","z-bi","all"
7,"redundant",-1,"SEL2OP","z-bi","all"
8,"ordinary",0,"SEL2OP","z-bi","all"
9,"ordinary",0,"SEL2OP","z-bi","all"
10,"redundant",-1,"SEL2OP","z-bi","all"
11,"redundant",-1,"SEL2OP","z-bi","all"
12,"redundant",-1,"SEL2OP","z-bi","all"
13,"redundant",-1,"SEL2OP","z-bi","all"
14,"redundant",-1,"SEL2OP","z-bi","all"
15,"redundant",-1,"SEL2OP","z-bi","all"
16,"redundant",-1,"SEL2OP","z-bi","all"
17,"redundant",-1,"SEL2OP","z-bi","all"
18,"redundant",-1,"SEL2OP","z-bi","all"
19,"redundant",-1,"SEL2OP","z-bi","all"
20,"redundant",-1,"SEL2OP","z-bi","all"
21,"redundant",-1,"SEL2OP","z-bi","all"
22,"redundant",-1,"SEL2OP","z-bi","all"
23,"redundant",-1,"SEL2OP","z-bi","all"
24,"redundant",-1,"SEL2OP","z-bi","all"
25,"redundant",-1,"SEL2OP","z-bi","all"
26,"redundant",-1,"SEL2OP","z-bi","all"
27,"redundant",-1,"SEL2OP","z-bi","all"
28,"redundant",-1,"SEL2OP","z-bi","all"
29,"ordinary",0,"SEL2OP","z-bi","all"
30,"redundant",-1,"SEL2OP","z-bi","all"
31,"redundant",-1,"SEL2OP","z-bi","all"
32,"redundant",-1,"SEL2OP","z-bi","all"
33,"redundant",-1,"SEL2OP","z-bi","all"
34,"redundant",-1,"SEL2OP","z-bi","all"
35,"redundant",-1,"SEL2OP","z-bi","all"
36,"redundant",-1,"SEL2OP","z-bi","all"
37,"redundant",-1,"SEL2OP","z-bi","all"
